id,userId,teamId
957,353,813
958,647,189
959,365,235
960,337,656
961,397,718
962,598,25
963,518,162
964,773,266
965,134,913
966,350,662
967,263,256
968,914,796
969,765,494
970,552,120
971,38,826
972,564,31
973,735,722
974,745,783
975,499,645
976,967,573
977,794,930
978,721,845
979,826,344
980,250,488
981,747,734
982,568,169
983,484,278
984,224,705
985,971,134
986,298,933
987,881,584
988,535,225
989,703,563
990,349,481
991,168,288
992,200,740
993,77,489
994,828,326
995,165,651
996,813,833
997,206,212
998,735,478
999,631,33
1000,479,236
