id,userId,teamId
573,701,579
574,680,711
575,174,268
576,271,229
577,341,914
578,399,975
579,27,7
580,735,973
581,241,654
582,968,100
583,772,347
584,558,769
585,61,280
586,986,645
587,906,730
588,909,595
589,712,834
590,923,877
591,644,370
592,911,816
593,203,253
594,270,659
595,235,867
596,701,213
597,776,299
598,548,301
599,153,15
600,705,731
601,838,293
602,296,106
603,218,90
604,322,632
605,87,901
606,103,669
607,332,287
608,68,979
609,219,616
610,852,214
611,413,416
612,413,766
613,568,387
614,440,612
615,692,971
616,241,208
617,695,120
618,968,117
619,106,781
620,639,680
621,229,88
622,446,351
623,606,216
624,723,3
625,165,646
626,876,917
627,876,586
628,490,149
629,911,986
630,25,907
631,904,895
632,3,600
633,453,119
634,98,212
635,148,70
636,243,676
637,501,416
638,63,155
639,622,549
640,899,648
641,225,619
642,688,761
643,109,28
644,979,757
645,604,744
646,30,797
647,715,648
648,17,884
649,212,859
650,303,597
651,308,522
652,148,339
653,240,319
654,71,582
655,894,556
656,339,62
657,551,207
658,657,296
659,825,507
660,729,260
661,153,628
662,313,291
663,786,328
664,590,980
665,706,205
666,313,382
667,9,374
668,699,700
669,180,740
670,785,437
671,506,822
672,335,826
673,464,932
674,178,738
675,606,120
676,372,581
677,434,987
678,659,297
679,935,384
680,590,311
681,861,375
682,207,169
683,371,539
684,121,783
685,248,658
686,545,959
687,624,842
688,165,479
689,995,738
690,135,475
691,861,57
692,750,469
693,157,771
694,187,570
695,828,891
696,927,261
697,119,274
698,419,102
699,789,887
700,137,725
701,16,466
702,621,81
703,176,342
704,637,122
705,84,489
706,775,8
707,41,248
708,556,254
709,550,204
710,757,101
711,265,912
712,741,598
713,649,825
714,10,828
715,280,391
716,26,437
717,77,99
718,730,685
719,697,191
720,877,565
721,439,785
722,430,874
723,642,524
724,816,171
725,78,150
726,937,547
727,697,323
728,504,668
729,140,572
730,671,196
731,548,279
732,399,643
733,499,609
734,531,379
735,918,879
736,951,866
737,244,826
738,512,489
739,760,48
740,667,184
741,809,728
742,294,652
743,973,394
744,21,398
745,453,508
746,411,941
747,589,311
748,315,1
749,81,228
750,184,385
751,621,368
752,637,203
753,448,64
754,450,134
755,758,455
756,948,962
757,416,358
758,638,410
759,228,735
760,934,85
761,868,219
762,795,378
763,161,90
764,279,2
765,52,760
766,593,931
767,846,972
768,642,942
769,167,293
770,811,117
771,182,131
772,128,685
773,58,292
774,394,69
775,269,40
776,499,91
777,97,256
778,767,183
779,610,633
780,175,601
781,951,918
782,629,535
783,387,994
784,748,408
785,446,756
786,869,223
787,924,246
788,500,582
789,219,556
790,78,158
791,675,378
792,502,277
793,249,326
794,38,50
795,50,687
796,756,638
797,142,614
798,851,245
799,442,619
800,744,220
801,482,760
802,641,485
803,151,144
804,717,330
805,426,447
806,503,175
807,813,737
808,510,656
809,818,659
810,941,709
811,537,977
812,313,313
813,95,149
814,768,648
815,299,316
816,60,568
817,515,395
818,307,84
819,997,92
820,54,784
821,311,733
822,89,178
823,805,307
824,650,87
825,110,418
826,73,599
827,838,937
828,361,600
829,172,320
830,532,488
831,370,158
832,291,809
833,466,784
834,211,48
835,733,240
836,765,122
837,761,793
838,699,215
839,834,390
840,140,686
841,369,424
842,647,719
843,257,344
844,87,240
845,55,806
846,336,941
847,269,379
848,253,945
849,751,229
850,315,853
851,30,265
852,484,879
853,374,284
854,980,46
855,299,818
856,834,267
857,902,19
858,652,381
859,432,533
860,742,535
861,608,480
862,769,656
863,538,512
864,405,668
865,888,941
866,707,855
867,724,520
868,456,481
869,12,861
870,155,349
871,67,6
872,155,350
873,481,33
874,99,302
875,851,904
876,771,758
877,781,705
878,805,996
879,350,145
880,757,390
881,793,815
882,14,216
883,437,885
884,552,784
885,526,660
886,965,413
887,401,582
888,817,849
889,247,944
890,538,268
891,180,800
892,254,15
893,942,38
894,611,233
895,141,533
896,418,441
897,96,21
898,264,420
899,257,83
900,613,345
901,565,892
902,805,645
903,380,393
904,208,887
905,557,331
906,920,660
907,937,433
908,583,741
909,700,388
910,161,825
911,497,680
912,129,814
913,79,454
914,689,768
915,583,335
916,68,622
917,299,310
918,663,829
919,791,610
920,980,409
921,741,732
922,449,72
923,367,496
924,882,592
925,555,222
926,807,29
927,507,625
928,853,310
929,63,697
930,450,556
931,408,92
932,208,765
933,883,178
934,244,474
935,731,221
936,968,172
937,819,47
938,252,396
939,664,748
940,480,139
941,790,297
942,803,692
943,273,21
944,139,502
945,277,746
946,871,522
947,242,319
948,48,939
949,887,367
950,37,367
951,133,428
952,489,73
953,741,960
954,998,435
955,98,464
956,530,331
957,250,951
958,271,5
959,281,714
960,707,264
961,110,143
962,720,426
963,323,942
964,173,967
965,885,33
966,602,464
967,500,853
968,389,935
969,928,843
970,165,7
971,588,709
972,462,319
973,188,224
974,152,244
975,183,122
976,799,498
977,603,28
978,710,715
979,671,607
980,121,747
981,3,842
982,470,88
983,873,882
984,139,521
985,348,779
986,211,443
987,419,461
988,455,201
989,859,898
990,728,277
991,135,633
992,985,287
993,4,436
994,95,530
995,607,901
996,261,88
997,191,811
998,140,797
999,834,314
1000,942,307
